HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Source1Text,Input.Source1Image,Input.Source2Text,Input.Source2Image,Input.Source3Text,Input.Source3Image,Input.Source4Text,Input.Source4Image,Input.Source5Text,Input.Source5Image,Answer.Age,Answer.Education,Answer.Gender,Answer.Q1Credibility,Answer.Q1Familiarity,Answer.Q2Credibility,Answer.Q2Familiarity,Answer.Q3Credibility,Answer.Q3Familiarity,Answer.Q4Credibility,Answer.Q4Familiarity,Answer.Q5Credibility,Answer.Q5Familiarity,Answer.US,Answer.freeEntry,Answer.valid,Approve,Reject
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3VBEN272MKZFTS2WFQQCOR5SP9BGSV,A2KUZAGNUPR16W,Approved,Wed Jun 17 02:27:10 PDT 2015,Wed Jun 17 02:30:11 PDT 2015,Sat Jun 20 02:30:11 PDT 2015,Wed Jun 17 15:02:59 PDT 2015,,,181,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,27,Master,Female,4,5,5,3,3,4,5,6,5,6,Yes,no,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3VD82FOHKQONEOUY6NDKEVACUUTOCD,A28X8BW3FST57Q,Rejected,Wed Jun 17 21:46:00 PDT 2015,Wed Jun 17 21:46:52 PDT 2015,Sat Jun 20 21:46:52 PDT 2015,,Thu Jun 18 08:10:49 PDT 2015,x,52,20% (1/5),20% (1/5),20% (1/5),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,28,Bachelor,Male,3,2,4,2,4,2,4,1,4,3,No,not,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3VHP9MDGRNKT8BH57KUUR11Y2SJCFU,A1PX3VHCGYY0XS,Approved,Wed Jun 17 13:05:44 PDT 2015,Wed Jun 17 13:07:31 PDT 2015,Sat Jun 20 13:07:31 PDT 2015,Wed Jun 17 15:02:46 PDT 2015,,,107,33% (1/3),33% (1/3),33% (1/3),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,32,Bachelor,Male,5,2,5,4,5,6,2,3,5,4,Yes,No,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3VW04L3ZLT6YBVJLYAW3BLMF7F7XXC,A31UCN0JE96WP7,Approved,Wed Jun 17 14:25:53 PDT 2015,Wed Jun 17 14:26:56 PDT 2015,Sat Jun 20 14:26:56 PDT 2015,Wed Jun 17 15:03:03 PDT 2015,,,63,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,24,Bachelor,Male,5,2,6,3,7,6,4,1,6,6,Yes,{},4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3VW6495TLJ0CB5Z58247DD0XBREYY8,A2MJGUJEBLTAB6,Approved,Wed Jun 17 08:44:18 PDT 2015,Wed Jun 17 08:45:28 PDT 2015,Sat Jun 20 08:45:28 PDT 2015,Wed Jun 17 15:02:59 PDT 2015,,,70,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,33,Professional,Male,3,1,4,3,4,4,4,2,3,1,Yes,no difficulty,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3W2LOLRXLBF8UZY2QSBMW9SPAPGRKU,A2LGDJ5PRMDXFK,Approved,Wed Jun 17 06:56:40 PDT 2015,Wed Jun 17 07:59:06 PDT 2015,Sat Jun 20 07:59:06 PDT 2015,Wed Jun 17 15:02:57 PDT 2015,,,3746,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,23,Bachelor,Female,4,6,6,5,5,6,6,6,4,6,Yes,{},4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3W92K5RLWUHX5NUGSPCQVHYAY415VH,A11AC8ZZG6UC7U,Approved,Tue Jun 16 12:41:41 PDT 2015,Tue Jun 16 12:46:55 PDT 2015,Fri Jun 19 12:46:55 PDT 2015,Tue Jun 16 13:44:34 PDT 2015,,,314,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,27,Master,Female,3,5,4,5,4,5,3,5,3,4,Yes,none,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3WAKVUDHUWGCFCJZBSHIXFANB477UV,A1WL3NZ50YEOWP,Approved,Wed Jun 17 12:48:16 PDT 2015,Wed Jun 17 12:56:04 PDT 2015,Sat Jun 20 12:56:04 PDT 2015,Wed Jun 17 15:02:49 PDT 2015,,,468,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,29,Bachelor,,1,6,6,4,2,4,1,1,1,1,Yes,It was an ok HIT.,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3WAKVUDHUWGCFCJZBSHIXFANB4ZU7A,A8VFIXE5FL8C6,Approved,Wed Jun 17 10:24:16 PDT 2015,Wed Jun 17 10:26:18 PDT 2015,Sat Jun 20 10:26:18 PDT 2015,Wed Jun 17 15:03:17 PDT 2015,,,122,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,23,Associate,Female,5,5,5,4,4,3,5,4,4,1,Yes,{},4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3WMINLGALB3YCK0XW482D0Q75CTAC2,A199PKW9OWJOQV,Approved,Wed Jun 17 08:40:12 PDT 2015,Wed Jun 17 08:49:05 PDT 2015,Sat Jun 20 08:49:05 PDT 2015,Wed Jun 17 15:02:39 PDT 2015,,,533,100% (2/2),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,59,Master,Female,2,1,6,4,6,6,1,1,7,6,No,I did not experience any difficulty in viewing the images /video.,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3WRFBPLXRAOHJ3Y3CF26636DY7DN31,AQA6GN844CHV2,Approved,Thu Jun 18 01:09:06 PDT 2015,Thu Jun 18 01:59:42 PDT 2015,Sun Jun 21 01:59:42 PDT 2015,Thu Jun 18 08:10:57 PDT 2015,,,3036,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,45,High school,Female,2,1,6,1,3,1,3,1,2,1,Yes,{},4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3X3OR7WPZZ0DW01OCJHNKSAZ9X9L8R,A2WVH84QT97HX2,Approved,Wed Jun 17 09:29:47 PDT 2015,Wed Jun 17 09:32:10 PDT 2015,Sat Jun 20 09:32:10 PDT 2015,Wed Jun 17 15:03:01 PDT 2015,,,143,20% (1/5),20% (1/5),20% (1/5),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,27,Associate,Male,1,1,5,2,2,5,2,5,6,3,Yes,no,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3X4JMASXCM9J12A9Q2FEDA8CE5H0BU,A3T39UXTOMLX7E,Approved,Wed Jun 17 08:39:43 PDT 2015,Wed Jun 17 08:43:15 PDT 2015,Sat Jun 20 08:43:15 PDT 2015,Wed Jun 17 15:03:13 PDT 2015,,,212,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,34,Bachelor,Male,5,4,5,5,4,,4,5,5,5,Yes,nope,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3X4JMASXCM9J12A9Q2FEDA8CE5O0B1,A399GYOD60WD7M,Approved,Wed Jun 17 10:45:34 PDT 2015,Wed Jun 17 10:48:06 PDT 2015,Sat Jun 20 10:48:06 PDT 2015,Wed Jun 17 15:03:06 PDT 2015,,,152,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,48,High school,Female,3,1,7,1,7,4,1,1,7,5,Yes,No,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3X4MXAO0BGOZPZSJF6UPKKMKX1UWRA,A3TVDFJ22T1FFN,Approved,Sat Jun 20 20:43:20 PDT 2015,Sat Jun 20 20:45:12 PDT 2015,Tue Jun 23 20:45:12 PDT 2015,Sun Jun 21 08:18:36 PDT 2015,,,112,100% (358/358),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,35,Master,Female,6,5,6,4,6,5,3,2,5,4,No,no,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3X65QVEQI0NF83R1TVXSME6IZOWLCZ,AL0UT6ZCOJBWD,Approved,Wed Jun 17 10:09:42 PDT 2015,Wed Jun 17 10:10:17 PDT 2015,Sat Jun 20 10:10:17 PDT 2015,Wed Jun 17 15:03:21 PDT 2015,,,35,20% (1/5),20% (1/5),20% (1/5),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,30,Bachelor,Male,1,1,1,1,7,7,1,1,3,3,Yes,No,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3X87C8JFV6B66HWAIMVOI59UVX1QSJ,A3SQUS8GXNTCSU,Approved,Wed Jun 17 08:47:57 PDT 2015,Wed Jun 17 08:50:46 PDT 2015,Sat Jun 20 08:50:46 PDT 2015,Wed Jun 17 15:03:13 PDT 2015,,,169,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,39,Master,Male,3,1,6,1,5,3,2,1,4,1,Yes,no,4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3XLBSAQ9Z4CT1BD9HFGQE7P2DM97Z7,ATZ6ETZXRXT86,Approved,Wed Jun 17 08:45:34 PDT 2015,Wed Jun 17 08:48:56 PDT 2015,Sat Jun 20 08:48:56 PDT 2015,Wed Jun 17 15:03:22 PDT 2015,,,202,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,26,Bachelor,Male,5,3,7,4,6,5,3,4,7,1,Yes,{},4,,
30QQTY5GMKKASSL5LPBG8VE3URO7UT,3M6I6ITMWAVH70OHOM0EJ2K4L1BDQ4,News credibility,"You will be shown a variety of news sources on a variety of topics.  You will be asked to assess the credibility of these sources, as well as your familiarity with the topics.","news, classification",$0.25 ,Tue Jun 16 11:16:47 PDT 2015,410,BatchId:1982797;,28800,259200,Mon Jun 22 08:40:07 PDT 2015,,,3Y4W8Q93LZKS90997VU9TTM2BNADVC,A1SR2BVEYAR7EH,Approved,Thu Jun 18 05:42:26 PDT 2015,Thu Jun 18 05:44:04 PDT 2015,Sun Jun 21 05:44:04 PDT 2015,Thu Jun 18 08:10:47 PDT 2015,,,98,100% (1/1),100% (1/1),100% (1/1),Dogs are sensitive to Earth's magnetic field.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Dogs_News.jpeg,Artificial sweeteners may lead to diabetes.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Sugar_Abstract.jpeg,Caffeine can improve memory.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Caffeine_Blog.jpeg,Marriage duration is inversely associated with spending on the engagement ring and wedding ceremony.,http://ella.ils.indiana.edu/~atsou/newsCredibility/Wedding_Tweet.jpeg,Vitamin D deficiency causes an increased risk of dementia and Alzheimer disease.,https://www.youtube.com/embed/QblJmu1icHY,38,Master,Male,2,1,5,1,4,4,1,1,6,3,Yes,no,4,,
